Numero;Familia;Genero;Especie;Densidade da madeira;Regiao;N_referencia
9977;Sapotaceae;Manilkara;Manilkara bidentata;0,87;South America (tropical);20
9978;Sapotaceae;Manilkara;Manilkara bidentata;0,9471;South America (tropical);52
9979;Sapotaceae;Manilkara;Manilkara bidentata;0,89;South America (tropical);191
9980;Sapotaceae;Manilkara;Manilkara bidentata;1,06;South America (tropical);15
9981;Sapotaceae;Manilkara;Manilkara bidentata;0,77;South America (tropical);204
9982;Sapotaceae;Manilkara;Manilkara bidentata;0,813;South America (tropical);128
9983;Sapotaceae;Manilkara;Manilkara bidentata;0,8;South America (tropical);77
9984;Sapotaceae;Manilkara;Manilkara bidentata;0,86;South America (tropical);45
9985;Sapotaceae;Manilkara;Manilkara bidentata;0,87;South America (tropical);47
9986;Sapotaceae;Manilkara;Manilkara bidentata;0,910938;Africa (tropical);182
9987;Sapotaceae;Manilkara;Manilkara cavalcantei;0,834;South America (tropical);128
9988;Sapotaceae;Manilkara;Manilkara celebica;0,85;South-East Asia (tropical);129
9989;Sapotaceae;Manilkara;Manilkara chicle;1,04;Central America (tropical);116
9990;Sapotaceae;Manilkara;Manilkara cuneifolia;0,8;South-East Asia;136
9991;Sapotaceae;Manilkara;Manilkara fasciculata;0,89;South-East Asia (tropical);129
9992;Sapotaceae;Manilkara;Manilkara fasciculata;0,75768;Australia/PNG (tropical);27
9993;Sapotaceae;Manilkara;Manilkara fouilloyana;0,861;Africa (tropical);1
